Indicator,S.No.,Parameters,Type,District - _Bihar - Total [(A+B) or (C+D)],District - _Bihar - Public [A],District - _Bihar - Private [B],District - _Bihar - Urban [C],District - _Bihar - Rural [D],District - Araria - Total [(A+B) or (C+D)],District - Araria - Public [A],District - Araria - Private [B],District - Araria - Urban [C],District - Araria - Rural [D],District - Arwal - Total [(A+B) or (C+D)],District - Arwal - Public [A],District - Arwal - Private [B],District - Arwal - Urban [C],District - Arwal - Rural [D],District - Aurangabad - Total [(A+B) or (C+D)],District - Aurangabad - Public [A],District - Aurangabad - Private [B],District - Aurangabad - Urban [C],District - Aurangabad - Rural [D],District - Banka - Total [(A+B) or (C+D)],District - Banka - Public [A],District - Banka - Private [B],District - Banka - Urban [C],District - Banka - Rural [D],District - Begusarai - Total [(A+B) or (C+D)],District - Begusarai - Public [A],District - Begusarai - Private [B],District - Begusarai - Urban [C],District - Begusarai - Rural [D],District - Bhagalpur - Total [(A+B) or (C+D)],District - Bhagalpur - Public [A],District - Bhagalpur - Private [B],District - Bhagalpur - Urban [C],District - Bhagalpur - Rural [D],District - Bhojpur - Total [(A+B) or (C+D)],District - Bhojpur - Public [A],District - Bhojpur - Private [B],District - Bhojpur - Urban [C],District - Bhojpur - Rural [D],District - Buxar - Total [(A+B) or (C+D)],District - Buxar - Public [A],District - Buxar - Private [B],District - Buxar - Urban [C],District - Buxar - Rural [D],District - Darbhanga - Total [(A+B) or (C+D)],District - Darbhanga - Public [A],District - Darbhanga - Private [B],District - Darbhanga - Urban [C],District - Darbhanga - Rural [D],District - East Champaran - Total [(A+B) or (C+D)],District - East Champaran - Public [A],District - East Champaran - Private [B],District - East Champaran - Urban [C],District - East Champaran - Rural [D],District - Gaya - Total [(A+B) or (C+D)],District - Gaya - Public [A],District - Gaya - Private [B],District - Gaya - Urban [C],District - Gaya - Rural [D],District - Gopalganj - Total [(A+B) or (C+D)],District - Gopalganj - Public [A],District - Gopalganj - Private [B],District - Gopalganj - Urban [C],District - Gopalganj - Rural [D],District - Jamui - Total [(A+B) or (C+D)],District - Jamui - Public [A],District - Jamui - Private [B],District - Jamui - Urban [C],District - Jamui - Rural [D],District - Jehanabad - Total [(A+B) or (C+D)],District - Jehanabad - Public [A],District - Jehanabad - Private [B],District - Jehanabad - Urban [C],District - Jehanabad - Rural [D],District - Kaimur Bhabua - Total [(A+B) or (C+D)],District - Kaimur Bhabua - Public [A],District - Kaimur Bhabua - Private [B],District - Kaimur Bhabua - Urban [C],District - Kaimur Bhabua - Rural [D],District - Katihar - Total [(A+B) or (C+D)],District - Katihar - Public [A],District - Katihar - Private [B],District - Katihar - Urban [C],District - Katihar - Rural [D],District - Khagaria - Total [(A+B) or (C+D)],District - Khagaria - Public [A],District - Khagaria - Private [B],District - Khagaria - Urban [C],District - Khagaria - Rural [D],District - Kishanganj - Total [(A+B) or (C+D)],District - Kishanganj - Public [A],District - Kishanganj - Private [B],District - Kishanganj - Urban [C],District - Kishanganj - Rural [D],District - Lakhisarai - Total [(A+B) or (C+D)],District - Lakhisarai - Public [A],District - Lakhisarai - Private [B],District - Lakhisarai - Urban [C],District - Lakhisarai - Rural [D],District - Madhepura - Total [(A+B) or (C+D)],District - Madhepura - Public [A],District - Madhepura - Private [B],District - Madhepura - Urban [C],District - Madhepura - Rural [D],District - Madhubani - Total [(A+B) or (C+D)],District - Madhubani - Public [A],District - Madhubani - Private [B],District - Madhubani - Urban [C],District - Madhubani - Rural [D],District - Munger - Total [(A+B) or (C+D)],District - Munger - Public [A],District - Munger - Private [B],District - Munger - Urban [C],District - Munger - Rural [D],District - Muzaffarpur - Total [(A+B) or (C+D)],District - Muzaffarpur - Public [A],District - Muzaffarpur - Private [B],District - Muzaffarpur - Urban [C],District - Muzaffarpur - Rural [D],District - Nalanda - Total [(A+B) or (C+D)],District - Nalanda - Public [A],District - Nalanda - Private [B],District - Nalanda - Urban [C],District - Nalanda - Rural [D],District - Nawada - Total [(A+B) or (C+D)],District - Nawada - Public [A],District - Nawada - Private [B],District - Nawada - Urban [C],District - Nawada - Rural [D],District - Patna - Total [(A+B) or (C+D)],District - Patna - Public [A],District - Patna - Private [B],District - Patna - Urban [C],District - Patna - Rural [D],District - Purnia - Total [(A+B) or (C+D)],District - Purnia - Public [A],District - Purnia - Private [B],District - Purnia - Urban [C],District - Purnia - Rural [D],District - Rohtas - Total [(A+B) or (C+D)],District - Rohtas - Public [A],District - Rohtas - Private [B],District - Rohtas - Urban [C],District - Rohtas - Rural [D],District - Saharsa - Total [(A+B) or (C+D)],District - Saharsa - Public [A],District - Saharsa - Private [B],District - Saharsa - Urban [C],District - Saharsa - Rural [D],District - Samastipur - Total [(A+B) or (C+D)],District - Samastipur - Public [A],District - Samastipur - Private [B],District - Samastipur - Urban [C],District - Samastipur - Rural [D],District - Saran - Total [(A+B) or (C+D)],District - Saran - Public [A],District - Saran - Private [B],District - Saran - Urban [C],District - Saran - Rural [D],District - Sheikhpura - Total [(A+B) or (C+D)],District - Sheikhpura - Public [A],District - Sheikhpura - Private [B],District - Sheikhpura - Urban [C],District - Sheikhpura - Rural [D],District - Sheohar - Total [(A+B) or (C+D)],District - Sheohar - Public [A],District - Sheohar - Private [B],District - Sheohar - Urban [C],District - Sheohar - Rural [D],District - Sitamarhi - Total [(A+B) or (C+D)],District - Sitamarhi - Public [A],District - Sitamarhi - Private [B],District - Sitamarhi - Urban [C],District - Sitamarhi - Rural [D],District - Siwan - Total [(A+B) or (C+D)],District - Siwan - Public [A],District - Siwan - Private [B],District - Siwan - Urban [C],District - Siwan - Rural [D],District - Supaul - Total [(A+B) or (C+D)],District - Supaul - Public [A],District - Supaul - Private [B],District - Supaul - Urban [C],District - Supaul - Rural [D],District - Vaishali - Total [(A+B) or (C+D)],District - Vaishali - Public [A],District - Vaishali - Private [B],District - Vaishali - Urban [C],District - Vaishali - Rural [D],District - West Champaran - Total [(A+B) or (C+D)],District - West Champaran - Public [A],District - West Champaran - Private [B],District - West Champaran - Urban [C],District - West Champaran - Rural [D]
M8 [Family Planning],'8.3',Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,132300,129673,2627,11437,120863,3565,3565,NA,71,3494,624,624,NA,NA,624,6327,6327,NA,599,5728,2497,2497,NA,18,2479,3038,3038,0,1073,1965,1500,1500,NA,346,1154,4559,4285,274,429,4130,1398,1309,89,283,1115,2659,2659,0,476,2183,3233,3233,NA,54,3179,7499,7466,33,82,7417,1898,1898,0,129,1769,2259,2186,73,83,2176,1606,1606,NA,2,1604,1353,1353,NA,54,1299,5737,5600,137,53,5684,5407,5407,NA,NA,5407,2211,2211,0,NA,2211,2543,2543,NA,840,1703,1770,1770,0,20,1750,5213,5151,62,441,4772,1631,1631,NA,339,1292,3294,3294,NA,101,3193,4935,4935,NA,693,4242,2934,2934,NA,0,2934,4893,4441,452,1303,3590,5542,5539,3,623,4919,7828,7828,NA,1821,6007,1686,1655,31,154,1532,8741,8741,0,111,8630,3874,3874,0,73,3801,823,823,NA,130,693,311,311,NA,NA,311,3457,3457,NA,116,3341,5751,4680,1071,387,5364,2548,2412,136,157,2391,4870,4604,266,1,4869,2286,2286,NA,375,1911
M8 [Family Planning],'8.4',Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,120180,120161,19,10470,109710,3417,3417,NA,1069,2348,374,374,NA,NA,374,4934,4934,NA,444,4490,1884,1884,NA,97,1787,6885,6885,0,1364,5521,4073,4073,NA,483,3590,1605,1605,NA,144,1461,1441,1441,NA,132,1309,4492,4492,0,1152,3340,3699,3699,NA,0,3699,3182,3182,NA,13,3169,3918,3918,0,1,3917,1453,1453,0,428,1025,1194,1194,NA,8,1186,1558,1558,NA,0,1558,3169,3169,NA,1,3168,3467,3467,NA,NA,3467,2498,2479,19,NA,2498,990,990,NA,176,814,5671,5671,0,22,5649,3405,3405,0,39,3366,4199,4199,NA,592,3607,3041,3041,NA,4,3037,2958,2958,NA,0,2958,1465,1465,NA,0,1465,2498,2498,NA,562,1936,4051,4051,0,0,4051,3725,3725,NA,574,3151,3252,3252,NA,663,2589,7428,7428,0,105,7323,3954,3954,0,5,3949,495,495,NA,0,495,90,90,NA,NA,90,2667,2667,NA,110,2557,3901,3901,0,1018,2883,2375,2375,NA,54,2321,4531,4531,0,NA,4531,6241,6241,NA,1210,5031
M8 [Family Planning],'8.5',Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,519,519,0,91,428,0,0,NA,0,0,2,2,NA,NA,2,4,4,NA,2,2,1,1,NA,0,1,0,0,0,0,0,28,28,NA,0,28,16,16,NA,0,16,29,29,NA,0,29,46,46,NA,40,6,0,0,NA,0,0,6,6,NA,0,6,8,8,0,0,8,0,0,NA,0,0,13,13,NA,7,6,0,0,NA,NA,0,2,2,NA,0,2,4,4,NA,NA,4,4,4,0,NA,4,0,0,NA,0,0,11,11,0,0,11,28,28,0,0,28,5,5,NA,0,5,17,17,NA,0,17,21,21,NA,0,21,0,0,NA,0,0,73,73,NA,40,33,93,93,0,0,93,18,18,NA,0,18,0,0,NA,0,0,1,1,0,0,1,11,11,0,0,11,21,21,NA,NA,21,3,3,NA,NA,3,0,0,NA,0,0,0,0,0,0,0,4,4,NA,0,4,8,8,0,0,8,42,42,NA,2,40
M8 [Family Planning],'8.6',Number of IUCD Removals,TOTAL,33004,32961,43,3555,29449,435,435,NA,60,375,173,173,NA,NA,173,948,948,NA,60,888,610,610,NA,0,610,465,465,0,139,326,244,244,NA,35,209,1232,1232,NA,55,1177,410,410,NA,105,305,1091,1091,NA,131,960,1270,1270,NA,17,1253,1472,1472,NA,35,1437,407,407,0,62,345,528,503,25,25,503,364,364,NA,21,343,183,183,NA,1,182,1492,1492,NA,29,1463,1191,1191,NA,NA,1191,625,607,18,NA,625,447,447,NA,30,417,575,575,0,4,571,1559,1559,0,17,1542,819,819,NA,97,722,755,755,NA,37,718,2248,2248,NA,325,1923,552,552,NA,0,552,1191,1191,NA,488,703,1111,1111,0,224,887,3170,3170,NA,1119,2051,341,341,NA,28,313,1827,1827,0,24,1803,773,773,0,30,743,332,332,NA,79,253,47,47,NA,NA,47,1067,1067,NA,55,1012,1549,1549,NA,73,1476,439,439,NA,37,402,695,695,NA,0,695,367,367,NA,113,254
M8 [Family Planning],'8.7',Number of complications following IUCD Insertion,TOTAL,5058,5057,1,200,4858,88,88,NA,16,72,21,21,NA,NA,21,570,570,NA,9,561,138,138,NA,0,138,242,242,0,19,223,48,48,NA,5,43,181,181,NA,0,181,85,85,NA,1,84,129,129,NA,3,126,26,26,NA,1,25,228,228,NA,11,217,32,31,1,0,32,34,34,NA,2,32,54,54,NA,0,54,96,96,NA,0,96,244,244,NA,2,242,150,150,NA,NA,150,79,79,0,NA,79,21,21,NA,7,14,304,304,0,9,295,218,218,0,0,218,78,78,NA,17,61,180,180,NA,1,179,140,140,NA,2,138,28,28,NA,0,28,231,231,NA,17,214,84,84,0,1,83,370,370,NA,32,338,93,93,NA,17,76,174,174,0,0,174,186,186,0,8,178,20,20,NA,1,19,2,2,NA,NA,2,131,131,NA,3,128,106,106,NA,8,98,73,73,NA,0,73,68,68,NA,0,68,106,106,NA,8,98
M8 [Family Planning],'8.8',Injectable Contraceptive-Antara Program- First Dose,TOTAL,119077,118863,214,12714,106363,6680,6680,NA,896,5784,1266,1266,NA,NA,1266,3656,3656,NA,356,3300,2495,2495,NA,37,2458,4043,4043,0,997,3046,4557,4557,NA,815,3742,1765,1655,110,78,1687,1638,1638,NA,448,1190,4218,4218,NA,560,3658,2769,2769,NA,31,2738,3653,3653,NA,169,3484,4731,4731,0,242,4489,2831,2784,47,40,2791,1818,1818,NA,36,1782,2682,2682,NA,207,2475,2845,2845,NA,149,2696,2295,2295,NA,NA,2295,3014,3014,0,NA,3014,1186,1186,NA,482,704,1810,1810,0,8,1802,2387,2330,57,109,2278,1622,1622,NA,379,1243,3039,3039,NA,17,3022,3600,3600,NA,776,2824,2979,2979,NA,259,2720,3486,3486,NA,1677,1809,5744,5744,0,350,5394,4649,4649,NA,955,3694,2283,2283,NA,204,2079,8601,8601,0,307,8294,3835,3835,0,232,3603,910,910,NA,97,813,323,323,NA,NA,323,2759,2759,NA,152,2607,4147,4147,NA,604,3543,2605,2605,NA,241,2364,1898,1898,NA,3,1895,4258,4258,NA,801,3457
M8 [Family Planning],'8.9',Injectable Contraceptive-Antara Program- Second Dose,TOTAL,65059,65059,0,6757,58302,3948,3948,NA,614,3334,401,401,NA,NA,401,1422,1422,NA,314,1108,983,983,NA,4,979,2292,2292,0,685,1607,2430,2430,NA,420,2010,839,839,NA,41,798,910,910,NA,216,694,2461,2461,NA,317,2144,2257,2257,NA,6,2251,2065,2065,NA,95,1970,2315,2315,0,138,2177,1559,1559,NA,21,1538,1025,1025,NA,10,1015,1102,1102,NA,105,997,1111,1111,NA,70,1041,1309,1309,NA,NA,1309,1608,1608,0,NA,1608,520,520,NA,93,427,866,866,0,2,864,1121,1121,0,70,1051,1013,1013,NA,208,805,2126,2126,NA,16,2110,1696,1696,NA,358,1338,1547,1547,NA,126,1421,1553,1553,NA,810,743,2870,2870,0,201,2669,2860,2860,NA,560,2300,1144,1144,NA,113,1031,5003,5003,0,168,4835,1916,1916,0,116,1800,554,554,NA,82,472,167,167,NA,NA,167,2098,2098,NA,59,2039,2492,2492,NA,325,2167,1301,1301,NA,103,1198,1553,1553,NA,2,1551,2622,2622,NA,289,2333
M8 [Family Planning],'8.10',Injectable Contraceptive-Antara Program- Third Dose,TOTAL,35741,35741,0,3655,32086,1638,1638,NA,323,1315,203,203,NA,NA,203,755,755,NA,201,554,495,495,NA,3,492,1271,1271,0,333,938,1294,1294,NA,207,1087,485,485,NA,22,463,490,490,NA,99,391,1565,1565,NA,191,1374,1096,1096,NA,6,1090,888,888,NA,48,840,1062,1062,0,40,1022,659,659,NA,18,641,367,367,NA,5,362,570,570,NA,57,513,667,667,NA,12,655,569,569,NA,NA,569,1113,1113,0,NA,1113,266,266,NA,45,221,583,583,0,8,575,641,641,0,19,622,583,583,NA,109,474,1224,1224,NA,14,1210,977,977,NA,251,726,695,695,NA,20,675,1016,1016,NA,486,530,1316,1316,0,116,1200,2027,2027,NA,370,1657,607,607,NA,50,557,2876,2876,0,104,2772,1146,1146,0,50,1096,361,361,NA,36,325,86,86,NA,NA,86,1527,1527,NA,55,1472,1384,1384,NA,196,1188,1006,1006,NA,60,946,960,960,NA,3,957,1273,1273,NA,98,1175
M8 [Family Planning],'8.11',Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,20664,20664,0,2374,18290,506,506,NA,123,383,84,84,NA,NA,84,298,298,NA,83,215,230,230,NA,0,230,547,547,0,209,338,821,821,NA,150,671,244,244,NA,10,234,321,321,NA,68,253,784,784,NA,117,667,708,708,NA,10,698,958,958,NA,24,934,518,518,0,17,501,282,282,NA,18,264,207,207,NA,6,201,320,320,NA,18,302,460,460,NA,11,449,323,323,NA,NA,323,1020,1020,0,NA,1020,118,118,NA,5,113,508,508,0,0,508,600,600,0,22,578,349,349,NA,98,251,987,987,NA,77,910,783,783,NA,182,601,319,319,NA,3,316,577,577,NA,292,285,636,636,0,89,547,1037,1037,NA,257,780,394,394,NA,34,360,1445,1445,0,107,1338,555,555,0,58,497,247,247,NA,26,221,57,57,NA,NA,57,1062,1062,NA,70,992,646,646,NA,124,522,459,459,NA,37,422,557,557,NA,2,555,697,697,NA,27,670
M8 [Family Planning],'8.12',Number of Combined Oral Pill cycles distributed,TOTAL,693044,692365,679,72328,620716,17061,17061,NA,1079,15982,4256,4256,NA,NA,4256,14986,14986,NA,2053,12933,15858,15858,NA,122,15736,20591,20591,0,6355,14236,24812,24812,NA,3854,20958,14739,14739,NA,963,13776,10550,10550,NA,2232,8318,22630,22630,NA,3722,18908,32937,32937,NA,119,32818,20973,20973,NA,490,20483,19657,19657,0,1492,18165,8042,8042,NA,131,7911,11841,11841,NA,237,11604,15539,15539,NA,2020,13519,15250,15250,NA,810,14440,12271,12271,NA,NA,12271,13089,13089,0,NA,13089,6924,6924,NA,744,6180,26192,26192,0,1470,24722,46707,46707,0,3830,42877,12627,12627,NA,2160,10467,23801,23801,NA,1675,22126,18416,18416,NA,2491,15925,10104,10104,NA,2257,7847,31980,31301,679,11747,20233,11290,11290,0,999,10291,20411,20411,NA,4328,16083,10380,10380,NA,475,9905,35386,35386,0,1140,34246,21572,21572,0,1409,20163,2071,2071,NA,155,1916,1428,1428,NA,NA,1428,18194,18194,NA,1326,16868,42515,42515,NA,5476,37039,9090,9090,NA,1337,7753,27294,27294,NA,19,27275,21580,21580,NA,3611,17969
M8 [Family Planning],'8.13',Number of Condom pieces distributed,TOTAL,6704806,6669358,35448,673844,6030962,138479,138479,NA,6732,131747,63981,63981,NA,NA,63981,234368,234368,NA,18453,215915,109491,109491,NA,5095,104396,118628,118628,0,26839,91789,293660,293660,NA,46603,247057,188599,188599,NA,18005,170594,123036,123036,NA,23117,99919,290248,290248,NA,49683,240565,329623,296652,32971,6515,323108,233487,233487,NA,10988,222499,138387,138387,0,4684,133703,69856,69856,NA,5115,64741,81493,81493,NA,3057,78436,204959,204959,NA,15667,189292,146690,146690,NA,1626,145064,73289,73289,NA,NA,73289,92130,92130,0,NA,92130,73229,73229,NA,23856,49373,130794,130794,0,8246,122548,258469,258469,0,7745,250724,92716,92716,NA,19062,73654,229514,229514,NA,12546,216968,260494,260494,NA,30632,229862,147221,147221,NA,4125,143096,226893,224416,2477,74998,151895,156168,156168,0,22586,133582,272230,272230,NA,69683,202547,69396,69396,NA,701,68695,484631,484631,0,14407,470224,216757,216757,0,7069,209688,18831,18831,NA,1449,17382,9824,9824,NA,NA,9824,160340,160340,NA,24378,135962,333740,333740,NA,53006,280734,125434,125434,NA,17432,108002,230098,230098,NA,521,229577,277623,277623,NA,39223,238400
M8 [Family Planning],'8.14',Number of Centchroman (weekly) pill strips distributed,TOTAL,254284,254284,0,28476,225808,4936,4936,NA,494,4442,2782,2782,NA,NA,2782,14292,14292,NA,2256,12036,2940,2940,NA,98,2842,5733,5733,0,2001,3732,6955,6955,NA,1294,5661,2894,2894,NA,215,2679,4609,4609,NA,1252,3357,12000,12000,NA,2084,9916,7957,7957,NA,198,7759,6212,6212,NA,382,5830,6427,6427,0,474,5953,4194,4194,NA,100,4094,7862,7862,NA,18,7844,7661,7661,NA,925,6736,4319,4319,NA,441,3878,6763,6763,NA,NA,6763,6999,6999,0,NA,6999,719,719,NA,131,588,9138,9138,0,235,8903,7731,7731,0,62,7669,4600,4600,NA,999,3601,6122,6122,NA,323,5799,6160,6160,NA,899,5261,6250,6250,NA,2304,3946,7852,7852,NA,2954,4898,6327,6327,0,487,5840,13290,13290,NA,3801,9489,1453,1453,NA,200,1253,23797,23797,0,382,23415,8701,8701,0,256,8445,1328,1328,NA,201,1127,341,341,NA,NA,341,7393,7393,NA,687,6706,8134,8134,NA,1944,6190,3250,3250,NA,41,3209,10261,10261,NA,35,10226,5902,5902,NA,303,5599
M8 [Family Planning],'8.15',Number of Emergency Contraceptive Pills (ECP) given,TOTAL,183802,183721,81,23185,160617,5333,5333,NA,292,5041,1928,1928,NA,NA,1928,5454,5454,NA,1818,3636,3162,3162,NA,36,3126,5468,5468,0,2015,3453,6088,6088,NA,618,5470,3268,3268,NA,213,3055,2467,2467,NA,608,1859,5584,5584,NA,931,4653,4671,4671,NA,53,4618,6067,6067,NA,114,5953,6051,6051,0,206,5845,2492,2492,NA,100,2392,5633,5633,NA,30,5603,6281,6281,NA,814,5467,2097,2097,NA,196,1901,2902,2902,NA,NA,2902,3361,3361,0,NA,3361,1595,1595,NA,67,1528,8283,8283,0,211,8072,8689,8689,0,40,8649,3880,3880,NA,805,3075,6760,6760,NA,524,6236,5361,5361,NA,1339,4022,5716,5716,NA,2016,3700,6391,6310,81,2792,3599,2212,2212,0,299,1913,8596,8596,NA,2930,5666,1820,1820,NA,332,1488,12331,12331,0,216,12115,4818,4818,0,489,4329,551,551,NA,40,511,372,372,NA,NA,372,6395,6395,NA,420,5975,10008,10008,NA,1413,8595,2176,2176,NA,170,2006,3195,3195,NA,0,3195,6346,6346,NA,1038,5308
M8 [Family Planning],'8.16',Number of Pregnancy Test Kits (PTK) used,TOTAL,642097,642097,0,72650,569447,18797,18797,NA,2472,16325,8789,8789,NA,NA,8789,16649,16649,NA,2795,13854,12489,12489,NA,50,12439,30103,30103,0,6622,23481,21231,21231,NA,3785,17446,9218,9218,NA,992,8226,9207,9207,NA,1365,7842,24289,24289,NA,4038,20251,34235,34235,NA,177,34058,32370,32370,NA,5265,27105,17527,17527,0,320,17207,7017,7017,NA,712,6305,11212,11212,NA,133,11079,14859,14859,NA,1640,13219,18679,18679,NA,1000,17679,4568,4568,NA,NA,4568,13826,13826,0,NA,13826,4823,4823,NA,187,4636,23861,23861,0,566,23295,22120,22120,0,1435,20685,9338,9338,NA,2696,6642,23736,23736,NA,969,22767,12735,12735,NA,1615,11120,10425,10425,NA,1835,8590,27150,27150,NA,14362,12788,16897,16897,0,1045,15852,24592,24592,NA,2556,22036,4946,4946,NA,551,4395,32419,32419,0,983,31436,18808,18808,0,827,17981,3681,3681,NA,568,3113,1626,1626,NA,NA,1626,25860,25860,NA,1056,24804,15456,15456,NA,1424,14032,21135,21135,NA,4201,16934,13543,13543,NA,5,13538,23881,23881,NA,4403,19478
M8 [Family Planning],'8.17.1',Complications following male sterilization,TOTAL,69,69,0,11,58,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,13,13,NA,0,13,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,15,15,NA,0,15,11,11,NA,10,1,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,0,2,18,18,NA,0,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,9,9,NA,0,9,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0
M8 [Family Planning],'8.17.2',Complications following female sterilization,TOTAL,285,274,11,19,266,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,0,3,0,0,0,0,0,24,24,NA,0,24,0,0,NA,0,0,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,13,2,11,0,13,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,2,0,13,13,NA,10,3,2,2,NA,NA,2,0,0,0,NA,0,4,4,NA,0,4,0,0,0,0,0,20,20,0,0,20,8,8,NA,0,8,15,15,NA,0,15,0,0,NA,0,0,8,8,NA,4,4,133,133,NA,0,133,5,5,0,0,5,0,0,NA,0,0,12,12,NA,3,9,0,0,0,0,0,16,16,0,0,16,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0
M8 [Family Planning],'8.17.3',Failures following male sterilization,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,0,0,2,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0
M8 [Family Planning],'8.17.4',Failures following female sterilization,TOTAL,4,4,0,0,4,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0
M8 [Family Planning],'8.17.5',Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0
M8 [Family Planning],'8.17.6',Deaths following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0
